99,30.7026
174,27.9396
98,237.155
146,445.385
129,31.0809
110,236.617
185,27.7913
94,235.929
117,445.385
176,31.0809
125,236.617
129,138.18
71,666.161
87,453.179
115,31.9268
145,240.145
125,134.63
101,235.241
88,650.303
115,31.9268
119,34.2312
125,134.63
108,337.812
94,442.292
94,31.3905
125,238.949
173,24.2813
104,236.616
107,23.5042
94,31.3905
120,345.524
193,23.185
117,235.929
122,30.1092
114,132.587
94,139.61
166,238.658
110,238.312
99,125.982
74,461.662
93,34.2312
123,24.7861
87,135.741
99,125.982
74,461.662
67,785.584
149,21.2055
115,35.9897
94,31.3905
94,31.3905
73,476.875
123,24.7861
88,259.782
74,461.662
80,667.575
88,139.61
123,24.7861
88,259.782
94,31.3905
80,667.575
88,132.587
94,139.61
120,364.324
100,237.304
100,237.304
99,30.7026
100,237.304
115,35.9897
80,667.575
94,31.3905
93,34.2312
74,461.662
94,238.341
100,237.304
114,139.61
67,785.584
74,461.662
104,236.616
94,139.61
120,345.524
67,785.584
74,461.662
82,266.396
100,237.304
100,237.304
82,340.807
94,132.587
72,574.916
140,345.524
88,132.587
62,770.37
74,461.662
106,239.951
114,132.587
88,132.587
79,357.85
80,667.575
68,461.575
114,132.587
88,139.61
73,566.559
68,461.662
58,670.181
114,139.61
88,139.61
88,132.587
74,461.662
91,130.229
94,31.3905
88,139.61
68,461.662
100,237.304
102,33.0128
114,139.61
94,139.61
94,132.587
120,237.304
108,136.255
120,237.304
94,31.3905
114,139.61
74,461.662
100,237.304
94,31.3905
100,237.304
105,238.949
74,461.662
100,237.304
88,139.61
100,237.304
93,34.2312
94,31.3905
128,129.334
62,770.37
94,132.587
125,238.949
114,139.61
100,237.304
88,132.587
100,237.304
125,236.617
88,139.61
122,127.288
68,461.662
88,132.587
99,30.7026
88,139.61
94,132.587
62,770.37
88,132.587
73,566.559
94,31.3905
94,132.587
88,139.61
62,770.37
94,31.3905
94,31.3905
88,132.587
94,132.587
62,770.37
114,139.61
88,132.587
122,127.288
68,770.37
94,31.3905
114,132.587
114,139.61
96,240.796
68,770.37
94,139.61
94,31.3905
94,31.3905
108,136.255
74,461.662
114,139.61
94,31.3905
94,31.3905
102,33.0128
100,237.304
88,139.61
94,132.587
94,31.3905
74,461.662
100,237.304
120,237.304
74,770.37
100,237.304
80,667.575
88,139.61
120,237.304
100,237.304
74,461.662
102,240.796
114,132.587
94,31.3905
74,461.662
62,770.37
74,461.662
94,31.3905
120,338.501
94,139.61
62,770.37
108,136.255
94,31.3905
114,139.61
94,31.3905
94,31.3905
156,237.554
68,785.378
114,139.61
100,237.304
100,237.304
122,127.288
68,461.662
100,237.304
94,132.587
100,237.304
114,132.587
94,132.587
120,345.524
120,237.304
120,338.501
114,132.587
88,132.587
100,237.304
114,132.587
120,338.501
94,31.3905
94,132.587
120,237.304
94,31.3905
120,338.501
120,237.304
94,132.587
94,139.61
94,31.3905
94,31.3905
120,345.524
100,338.501
80,667.575
94,31.3905
94,31.3905
100,237.304
100,338.501
80,667.575
94,31.3905
114,132.587
94,31.3905
74,461.662
120,237.304
94,139.61
100,237.304
114,132.587
68,461.662
100,237.304
94,132.587
100,237.304
94,132.587
100,237.304
100,338.501
94,31.3905
74,461.662
100,237.304
100,237.304
94,132.587
100,237.304
74,461.662
74,770.37
94,139.61
94,31.3905
120,338.501
74,461.662
114,132.587
120,237.304
114,132.587
114,132.587
100,345.524
134,340.807
120,338.501
120,237.304
114,139.61
80,667.575
88,139.61
94,132.587
100,237.304
120,345.524
94,31.3905
68,461.662
140,338.501
94,31.3905
120,345.524
68,785.378
88,139.61
100,237.304
62,770.37
120,345.524
88,139.61
100,345.524
74,461.662
62,785.378
94,139.61
108,340.807
94,139.61
94,31.3905
68,461.662
68,461.662
88,132.587
88,139.61
94,132.587
94,31.3905
88,139.61
94,132.587
74,461.662
100,237.304
120,338.501
88,132.587
94,31.3905
74,461.662
100,237.304
120,237.304
100,237.304
80,667.575
74,461.662
94,31.3905
94,132.587
94,139.61
80,667.575
74,461.662
94,31.3905
94,31.3905
100,237.304
74,461.662
94,132.587
88,139.61
94,31.3905
80,667.575
68,461.662
94,132.587
94,139.61
94,31.3905
100,237.304
80,667.575
94,132.587
80,667.575
120,237.304
100,237.304
100,237.304
94,31.3905
74,461.662
94,139.61
120,237.304
74,461.662
74,461.662
74,461.662
100,237.304
100,237.304
94,31.3905
100,237.304
94,139.61
100,345.524
94,31.3905
94,139.61
74,461.662
94,31.3905
68,785.378
94,31.3905
140,345.524
74,461.662
94,31.3905
68,461.662
94,31.3905
114,139.61
80,667.575
114,139.61
94,31.3905
74,461.662
94,139.61
100,338.501
114,139.61
94,31.3905
100,237.304
100,237.304
94,132.587
94,139.61
94,31.3905
80,667.575
94,31.3905
88,132.587
74,785.378
94,31.3905
100,237.304
88,139.61
94,132.587
80,667.575
68,461.662
80,667.575
94,139.61
100,338.501
100,345.524
108,340.807
74,461.662
88,139.61
94,31.3905
94,139.61
88,132.587
88,139.61
88,139.61
100,237.304
120,237.304
94,132.587
94,31.3905
88,139.61
120,237.304
94,31.3905
100,338.501
68,785.378
94,139.61
120,237.304
94,31.3905
94,132.587
100,237.304
100,237.304
120,237.304
120,345.524
94,132.587
100,237.304
94,139.61
114,132.587
114,139.61
94,132.587
100,237.304
94,31.3905
100,237.304
120,345.524
114,132.587
100,237.304
68,770.37
120,237.304
100,237.304
68,461.662
94,139.61
94,132.587
100,237.304
80,667.575
94,139.61
94,139.61
94,132.587
140,338.501
120,237.304
120,345.524
88,132.587
74,461.662
120,237.304
100,237.304
120,237.304
82,340.807
68,770.37
120,237.304
114,139.61
94,31.3905
82,340.807
94,31.3905
120,338.501
114,139.61
94,31.3905
88,139.61
88,139.61
100,237.304
134,340.807
120,237.304
94,139.61
94,139.61
94,31.3905
120,237.304
114,139.61
74,461.662
74,785.378
74,461.662
120,338.501
108,340.807
100,345.524
94,139.61
74,461.662
120,338.501
114,139.61
88,139.61
88,139.61
94,139.61
120,237.304
114,132.587
88,139.61
88,139.61
82,340.807
120,237.304
94,139.61
94,31.3905
68,461.662
82,340.807
100,237.304
94,31.3905
